
0.570000,0.430000
0.585000,0.415000
0.603333,0.396667
0.612500,0.387500
0.616000,0.384000
0.616667,0.383333
0.617143,0.382857
0.618750,0.381250
0.614444,0.385556
0.627000,0.373000
0.621818,0.378182
0.629167,0.370833
0.629231,0.370769
0.632857,0.367143
0.634667,0.365333
0.635000,0.365000
0.641176,0.358824
0.632222,0.367778
0.629474,0.370526
0.629500,0.370500
0.631429,0.368571
0.630909,0.369091
0.632609,0.367391
0.633750,0.366250
0.634800,0.365200
0.632308,0.367692
0.634074,0.365926
0.637143,0.362857
0.642069,0.357931
0.642000,0.358000
0.641935,0.358065
0.641563,0.358438
0.643939,0.356061
0.645294,0.354706
0.646000,0.354000
0.647778,0.352222
0.648919,0.351081
0.648158,0.351842
0.648462,0.351538
0.652000,0.348000
0.652927,0.347073
0.653333,0.346667
0.653488,0.346512
0.655000,0.345000
0.651556,0.348444
0.651087,0.348913
0.651702,0.348298
0.650833,0.349167
0.647755,0.352245
0.650400,0.349600
0.648039,0.351961
0.647692,0.352308
0.646792,0.353208
0.645370,0.354630
0.645273,0.354727
0.644643,0.355357
0.643158,0.356842
0.645862,0.354138
0.642881,0.357119
0.644333,0.355667
0.646557,0.353443
0.647581,0.352419
0.646825,0.353175
0.645156,0.354844
0.645385,0.354615
0.646818,0.353182
0.647910,0.352090
0.648088,0.351912
0.648406,0.351594
0.649286,0.350714
0.651408,0.348592
0.652361,0.347639
0.653151,0.346849
0.652568,0.347432
0.652000,0.348000
0.652105,0.347895
0.651429,0.348571
0.651795,0.348205
0.650127,0.349873
0.651125,0.348875
0.650370,0.349630
0.651951,0.348049
0.652169,0.347831
0.652262,0.347738
0.652824,0.347176
0.654186,0.345814
0.655057,0.344943
0.656477,0.343523
0.657303,0.342697
0.658111,0.341889
0.656703,0.343297
0.656957,0.343043
0.658387,0.341613
0.658404,0.341596
0.658421,0.341579
0.658229,0.341771
0.659381,0.340619
0.658061,0.341939
0.658889,0.341111
0.659300,0.340700
0.658614,0.341386
0.658039,0.341961
0.659612,0.340388
0.659135,0.340865
0.659429,0.340571
0.659434,0.340566
0.660561,0.339439
0.659630,0.340370
0.660183,0.339817
0.659818,0.340182
0.659459,0.340541
0.659375,0.340625
0.659823,0.340177
0.659386,0.340614
0.658261,0.341739
0.658966,0.341034
0.659402,0.340598
0.659915,0.340085
0.660588,0.339412
0.661333,0.338667
0.661653,0.338347
0.662131,0.337869
0.662683,0.337317
0.662500,0.337500
0.661600,0.338400
0.662143,0.337857
0.662756,0.337244
0.662500,0.337500
0.662093,0.337907
0.661462,0.338538
0.660916,0.339084
0.661061,0.338939
0.660677,0.339323
0.661418,0.338582
0.661481,0.338519
0.661912,0.338088
0.662920,0.337080
0.663116,0.336884
0.663381,0.336619
0.664071,0.335929
0.664184,0.335816
0.664155,0.335845
0.664476,0.335524
0.664792,0.335208
0.665448,0.334552
0.665822,0.334178
0.666190,0.333810
0.666216,0.333784
0.666242,0.333758
0.665467,0.334533
0.664702,0.335298
0.665066,0.334934
0.664444,0.335556
0.664286,0.335714
0.664516,0.335484
0.664551,0.335449
0.663822,0.336178
0.664304,0.335696
0.664717,0.335283
0.664813,0.335188
0.664596,0.335404
0.664383,0.335617
0.664724,0.335276
0.664939,0.335061
0.665091,0.334909
0.664819,0.335181
0.665210,0.334790
0.664524,0.335476
0.665266,0.334734
0.664824,0.335176
0.665965,0.334035
0.666395,0.333605
0.666185,0.333815
0.666552,0.333448
0.665714,0.334286
0.665852,0.334148
0.665706,0.334294
0.665506,0.334494
0.665419,0.334581
0.664611,0.335389
0.664309,0.335691
0.663846,0.336154
0.663333,0.336667
0.663315,0.336685
0.663135,0.336865
0.663011,0.336989
0.663102,0.336898
0.663617,0.336383
0.663545,0.336455
0.664053,0.335947
0.663665,0.336335
0.663229,0.336771
0.662953,0.337047
0.662732,0.337268
0.662462,0.337538
0.662653,0.337347
0.663198,0.336802
0.663081,0.336919
0.662312,0.337688
0.661900,0.338100
0.661841,0.338159
0.662327,0.337673
0.662217,0.337783
0.662451,0.337549
0.662000,0.338000
0.662282,0.337718
0.662077,0.337923
0.661875,0.338125
0.662057,0.337943
0.662524,0.337476
0.662417,0.337583
0.661840,0.338160
0.662113,0.337887
0.662243,0.337757
0.662419,0.337581
0.662454,0.337546
0.662442,0.337558
0.662064,0.337936
0.661872,0.338128
0.662136,0.337864
0.662217,0.337783
0.662207,0.337793
0.662287,0.337713
0.662188,0.337813
0.661822,0.338178
0.661814,0.338186
0.661630,0.338370
0.661228,0.338772
0.661092,0.338908
0.661348,0.338652
0.660909,0.339091
0.660776,0.339224
0.660858,0.339142
0.660470,0.339530
0.660213,0.339787
0.660169,0.339831
0.660169,0.339831
0.659538,0.340462
0.660084,0.339916
0.660375,0.339625
0.660415,0.339585
0.660579,0.339421
0.660453,0.339547
0.660082,0.339918
0.660163,0.339837
0.660081,0.339919
0.660486,0.339514
0.660202,0.339798
0.660361,0.339639
0.660720,0.339280
0.659880,0.340120
0.660238,0.339762
0.660316,0.339684
0.660276,0.339724
0.660157,0.339843
0.660195,0.339805
0.660311,0.339689
0.660310,0.339690
0.660309,0.339691
0.660577,0.339423
0.660421,0.339579
0.660153,0.339847
0.659962,0.340038
0.660038,0.339962
0.659925,0.340075
0.659925,0.340075
0.660187,0.339813
0.660037,0.339963
0.660223,0.339777
0.659889,0.340111
0.659779,0.340221
0.659596,0.340404
0.659560,0.340440
0.659818,0.340182
0.660291,0.339709
0.660254,0.339746
0.660108,0.339892
0.660252,0.339748
0.660753,0.339247
0.660536,0.339464
0.660569,0.339431
0.660603,0.339397
0.660883,0.339117
0.660951,0.339049
0.660456,0.339544
0.660839,0.339161
0.660627,0.339373
0.660556,0.339444
0.660311,0.339689
0.660552,0.339448
0.660653,0.339347
0.660445,0.339555
0.660239,0.339761
0.659728,0.340272
0.659661,0.340339
0.659426,0.340574
0.659495,0.340505
0.659765,0.340235
0.659632,0.340368
0.659567,0.340433
0.659668,0.340332
0.659834,0.340166
0.659934,0.340066
0.659934,0.340066
0.659836,0.340164
0.659739,0.340261
0.659349,0.340651
0.659448,0.340552
0.659644,0.340356
0.659806,0.340194
0.659968,0.340032
0.660000,0.340000
0.660160,0.339840
0.660096,0.339904
0.659968,0.340032
0.659842,0.340158
0.659968,0.340032
0.659780,0.340220
0.660251,0.339749
0.660219,0.339781
0.660187,0.339813
0.660373,0.339627
0.660372,0.339628
0.660154,0.339846
0.659385,0.340615
0.659294,0.340706
0.659450,0.340550
0.659512,0.340488
0.659453,0.340547
0.659424,0.340576
0.659456,0.340544
0.659488,0.340512
0.659159,0.340841
0.659281,0.340719
0.659104,0.340896
0.658988,0.341012
0.659169,0.340831
0.658521,0.341479
0.658466,0.341534
0.658353,0.341647
0.658065,0.341935
0.657953,0.342047
0.657959,0.342041
0.658110,0.341890
0.657942,0.342058
0.658208,0.341792
0.658242,0.341758
0.658420,0.341580
0.658653,0.341347
0.658686,0.341314
0.658604,0.341396
