inf,-nan,-nan,-nan
0.613876,0.057315,0.057315,0.272247
0.614167,0.057272,0.057272,0.272042
0.614458,0.057229,0.057229,0.271837
0.614748,0.057186,0.057186,0.271633
0.615038,0.057143,0.057143,0.271429
0.615327,0.057100,0.057100,0.271225
0.615616,0.057057,0.057057,0.271021
0.615904,0.057014,0.057014,0.270818
0.616192,0.056972,0.056972,0.270615
0.616479,0.056929,0.056929,0.270412
0.616766,0.056886,0.056886,0.270210
0.617053,0.056844,0.056844,0.270007
0.617339,0.056801,0.056801,0.269806
0.617625,0.056759,0.056759,0.269604
0.617164,0.057463,0.056716,0.269403
0.616704,0.057420,0.057420,0.269202
0.616990,0.057377,0.057377,0.269001
0.617275,0.057334,0.057334,0.268801
0.617560,0.057292,0.057292,0.268601
0.617844,0.057249,0.057249,0.268401
0.618128,0.057207,0.057207,0.268202
0.618411,0.057164,0.057164,0.268003
0.618694,0.057122,0.057122,0.267804
0.618977,0.057079,0.057079,0.267606
0.619259,0.057037,0.057037,0.267407
0.619541,0.056995,0.056995,0.267209
0.619823,0.056953,0.056953,0.267012
0.620103,0.056911,0.056911,0.266815
0.620384,0.056869,0.056869,0.266617
0.619926,0.057565,0.056827,0.266421
0.619469,0.057522,0.056785,0.266962
0.619013,0.057480,0.056743,0.267502
0.618557,0.057437,0.056701,0.268041
0.618102,0.057395,0.056659,0.268580
0.617647,0.057353,0.056618,0.269118
0.617193,0.057311,0.056576,0.269655
0.616740,0.057269,0.057269,0.269457
0.617021,0.057227,0.057227,0.269259
0.617302,0.057185,0.057185,0.269062
0.617582,0.057143,0.057143,0.268864
0.617862,0.057101,0.057101,0.268668
0.618142,0.057059,0.057059,0.268471
0.617690,0.057749,0.057018,0.268275
0.617239,0.057706,0.056976,0.268809
0.616788,0.057664,0.057664,0.268613
0.617068,0.057622,0.057622,0.268417
0.617347,0.057580,0.057580,0.268222
0.617626,0.057538,0.057538,0.268026
0.617904,0.057496,0.057496,0.267831
0.618182,0.057455,0.057455,0.267636
0.618459,0.057413,0.057413,0.267442
0.618736,0.057371,0.057371,0.267248
0.619013,0.057329,0.057329,0.267054
0.619289,0.057288,0.057288,0.266860
0.619565,0.057246,0.057246,0.266667
0.619841,0.057205,0.057205,0.266474
0.620116,0.057164,0.057164,0.266281
0.619667,0.057845,0.057122,0.266088
0.619220,0.057803,0.057803,0.265896
0.619495,0.057762,0.057762,0.265704
0.619769,0.057720,0.057720,0.265512
0.620043,0.057678,0.057678,0.265321
0.620317,0.057637,0.057637,0.265130
0.619870,0.058315,0.057595,0.264939
0.619424,0.058273,0.057554,0.265468
0.618979,0.058231,0.058231,0.265277
0.619253,0.058190,0.058190,0.265086
0.619526,0.058148,0.058148,0.264896
0.619799,0.058106,0.058106,0.264706
0.620072,0.058065,0.058065,0.264516
0.620344,0.058023,0.058023,0.264327
0.620616,0.057981,0.057981,0.264137
0.620887,0.057940,0.057940,0.263949
0.621158,0.057898,0.057898,0.263760
0.621429,0.057857,0.057857,0.263571
0.621699,0.057816,0.057816,0.263383
0.621969,0.057775,0.057775,0.263195
0.622238,0.057733,0.057733,0.263008
0.622507,0.057692,0.057692,0.262821
0.622776,0.057651,0.057651,0.262633
0.623044,0.057610,0.057610,0.262447
0.623312,0.057569,0.057569,0.262260
0.623580,0.057528,0.057528,0.262074
0.623847,0.057488,0.057488,0.261888
0.624114,0.057447,0.057447,0.261702
0.624380,0.057406,0.057406,0.261517
0.624646,0.057365,0.057365,0.261331
0.624912,0.057325,0.057325,0.261146
0.625177,0.057284,0.057284,0.260962
0.625442,0.057244,0.057244,0.260777
0.625706,0.057203,0.057203,0.260593
0.625970,0.057163,0.057163,0.260409
0.626234,0.057123,0.057123,0.260226
0.626498,0.057082,0.057082,0.260042
0.626761,0.057042,0.057042,0.259859
0.627023,0.057002,0.057002,0.259676
0.627286,0.056962,0.056962,0.259494
0.627547,0.056922,0.056922,0.259311
0.627809,0.056882,0.056882,0.259129
0.628070,0.056842,0.056842,0.258947
0.628331,0.056802,0.056802,0.258766
0.628591,0.056762,0.056762,0.258584
0.628852,0.056723,0.056723,0.258403
0.629111,0.056683,0.056683,0.258223
0.629371,0.056643,0.056643,0.258042
0.628931,0.057303,0.056604,0.257862
0.628492,0.057263,0.056564,0.258380
0.628053,0.057223,0.056525,0.258897
0.627615,0.057183,0.057183,0.258717
0.627875,0.057143,0.057143,0.258537
0.628134,0.057103,0.057103,0.258357
0.628392,0.057063,0.057063,0.258177
0.627955,0.057719,0.057024,0.257997
0.627519,0.057679,0.056984,0.258513
0.627083,0.057639,0.056944,0.259028
0.626648,0.057599,0.056905,0.259542
0.626214,0.057559,0.056865,0.260055
0.625780,0.057519,0.056826,0.260568
0.625346,0.057479,0.056787,0.261080
0.624914,0.057439,0.056747,0.261592
0.624481,0.057400,0.056708,0.262102
0.624050,0.057360,0.056669,0.262612
0.623619,0.057320,0.056630,0.263122
0.623188,0.057281,0.056591,0.263630
0.622759,0.057241,0.056552,0.264138
0.622329,0.057202,0.056513,0.264645
0.621901,0.057163,0.057163,0.264463
0.622161,0.057123,0.057123,0.264281
0.622421,0.057084,0.057084,0.264099
0.621993,0.057732,0.057045,0.263918
0.621566,0.057692,0.057692,0.263736
0.621826,0.057653,0.057653,0.263555
0.621399,0.058299,0.057613,0.263374
0.620973,0.058259,0.057574,0.263879
0.620548,0.058219,0.057534,0.264384
0.620123,0.058179,0.057495,0.264887
0.619699,0.058140,0.057456,0.265390
0.619275,0.058100,0.057416,0.265892
0.618852,0.058060,0.057377,0.266393
0.618430,0.058020,0.057338,0.266894
0.618008,0.057981,0.057299,0.267394
0.617587,0.057941,0.057260,0.267894
0.617166,0.057902,0.057902,0.267711
0.617427,0.057862,0.057862,0.267529
0.617687,0.057823,0.057823,0.267347
0.617947,0.057784,0.057784,0.267165
0.618207,0.057745,0.057745,0.266984
0.618466,0.057705,0.057705,0.266802
0.618725,0.057666,0.057666,0.266621
0.618983,0.057627,0.057627,0.266441
0.619241,0.057588,0.057588,0.266260
0.619499,0.057549,0.057549,0.266080
0.619080,0.058187,0.057510,0.265900
0.618661,0.058147,0.057471,0.266396
0.618243,0.058108,0.057432,0.266892
0.617826,0.058069,0.057394,0.267387
0.617409,0.058030,0.057355,0.267881
0.616993,0.057991,0.057316,0.268375
0.616577,0.057951,0.057278,0.268868
0.616162,0.057912,0.057912,0.268687
0.616420,0.057873,0.057873,0.268506
0.616678,0.057835,0.057835,0.268325
0.616935,0.057796,0.057796,0.268145
0.617193,0.057757,0.057757,0.267965
0.617450,0.057718,0.057718,0.267785
0.617706,0.057679,0.057679,0.267606
0.617962,0.057641,0.057641,0.267426
0.618218,0.057602,0.057602,0.267247
0.617805,0.058233,0.057564,0.267068
0.617391,0.058194,0.058194,0.266890
0.617647,0.058155,0.058155,0.266711
0.617902,0.058116,0.058116,0.266533
0.618158,0.058077,0.058077,0.266355
0.617745,0.058706,0.058039,0.266177
0.617333,0.058667,0.058000,0.266667
0.616922,0.058628,0.058628,0.266489
0.616511,0.059254,0.058589,0.266312
0.616101,0.059215,0.058550,0.266800
0.615691,0.059176,0.059176,0.266622
0.615947,0.059136,0.059136,0.266445
0.615538,0.059761,0.059097,0.266268
0.615129,0.059721,0.059058,0.266755
0.614721,0.059682,0.059019,0.267241
0.614314,0.059642,0.058979,0.267727
0.613907,0.059603,0.058940,0.268212
0.613501,0.059563,0.058901,0.268696
0.613095,0.059524,0.058862,0.269180
0.612690,0.059484,0.059484,0.269002
0.612946,0.059445,0.059445,0.268824
0.613201,0.059406,0.059406,0.268647
0.613456,0.059367,0.059367,0.268470
0.613711,0.059328,0.059328,0.268293
0.613966,0.059289,0.059289,0.268116
0.614220,0.059250,0.059250,0.267939
0.614474,0.059211,0.059211,0.267763
0.614727,0.059172,0.059172,0.267587
0.614980,0.059133,0.059133,0.267411
0.615233,0.059094,0.059094,0.267236
0.615486,0.059055,0.059055,0.267060
0.615738,0.059016,0.059016,0.266885
0.615990,0.058978,0.058978,0.266710
0.615586,0.059594,0.058939,0.266536
0.615183,0.059555,0.058901,0.267016
0.614781,0.059516,0.059516,0.266841
0.615033,0.059477,0.059477,0.266667
0.615284,0.059438,0.059438,0.266492
0.615535,0.059399,0.059399,0.266319
0.615134,0.060013,0.059361,0.266145
0.614733,0.059974,0.059974,0.265971
0.614984,0.059935,0.059935,0.265798
0.615234,0.059896,0.059896,0.265625
0.615485,0.059857,0.059857,0.265452
0.615735,0.059818,0.059818,0.265280
0.615984,0.059779,0.059779,0.265107
0.616234,0.059740,0.059740,0.264935
0.616483,0.059701,0.059701,0.264763
0.616732,0.059663,0.059663,0.264591
0.616332,0.060272,0.059624,0.264420
0.615933,0.060233,0.059585,0.264896
0.615534,0.060194,0.059547,0.265372
0.615136,0.060155,0.059508,0.265847
0.614738,0.060116,0.059470,0.266322
0.614341,0.060078,0.059432,0.266796
0.613944,0.060039,0.059393,0.267269
0.613548,0.060000,0.059355,0.267742
0.613153,0.059961,0.059961,0.267569
0.613402,0.059923,0.059923,0.267397
0.613651,0.059884,0.059884,0.267225
0.613900,0.059846,0.059846,0.267053
0.613505,0.060450,0.059807,0.266881
0.613111,0.060411,0.059769,0.267352
0.612717,0.060373,0.059730,0.267823
0.612323,0.060334,0.059692,0.268293
0.611931,0.060295,0.059654,0.268762
0.611538,0.060256,0.060256,0.268590
0.611787,0.060218,0.060218,0.268418
0.612036,0.060179,0.060179,0.268246
0.612284,0.060141,0.060141,0.268074
0.612532,0.060102,0.060102,0.267903
0.612780,0.060064,0.060064,0.267732
0.613027,0.060026,0.060026,0.267561
0.613274,0.059987,0.059987,0.267390
0.613520,0.059949,0.059949,0.267219
0.613767,0.059911,0.059911,0.267049
0.614013,0.059873,0.059873,0.266879
0.614258,0.059834,0.059834,0.266709
0.613868,0.060433,0.059796,0.266539
0.613477,0.060394,0.059758,0.267006
0.613088,0.060356,0.059720,0.267471
0.612698,0.060317,0.059683,0.267936
0.612310,0.060279,0.059645,0.268401
0.611921,0.060241,0.059607,0.268865
0.611534,0.060203,0.059569,0.269328
0.611146,0.060165,0.059531,0.269791
0.610759,0.060127,0.059494,0.270253
0.610373,0.060089,0.059456,0.270715
0.609987,0.060051,0.059418,0.271176
0.609602,0.060013,0.059381,0.271636
0.609217,0.059975,0.059343,0.272096
0.608833,0.059937,0.059937,0.271924
0.609079,0.059899,0.059899,0.271753
0.609326,0.059861,0.059861,0.271582
0.609572,0.059824,0.059824,0.271411
0.609818,0.059786,0.059786,0.271240
0.610063,0.059748,0.059748,0.271069
0.610308,0.059711,0.059711,0.270899
0.610553,0.059673,0.059673,0.270729
0.610797,0.059636,0.059636,0.270559
0.611041,0.059598,0.059598,0.270389
0.610658,0.060188,0.059561,0.270219
0.610276,0.060150,0.059524,0.270677
0.609894,0.060113,0.059487,0.271133
0.609512,0.060075,0.059449,0.271589
0.609131,0.060038,0.059412,0.272045
0.608750,0.060000,0.059375,0.272500
0.608370,0.059963,0.059963,0.272330
0.608614,0.059925,0.059925,0.272160
0.608858,0.059888,0.059888,0.271990
0.609102,0.059850,0.059850,0.271820
0.608723,0.060436,0.059813,0.271651
0.608344,0.060399,0.059776,0.272105
0.607965,0.060361,0.059739,0.272558
0.607587,0.060323,0.059701,0.273010
0.607209,0.060286,0.059664,0.273462
0.606832,0.060248,0.059627,0.273913
0.606456,0.060211,0.059590,0.274364
0.606079,0.060174,0.059553,0.274814
0.605704,0.060136,0.059516,0.275263
0.605328,0.060099,0.059480,0.275713
0.604954,0.060062,0.059443,0.276161
0.604579,0.060025,0.059406,0.276609
0.604205,0.059988,0.059369,0.277056
0.603832,0.059951,0.059951,0.276885
0.604077,0.059914,0.059914,0.276714
0.604321,0.059877,0.059877,0.276543
0.604565,0.059840,0.059840,0.276373
0.604809,0.059803,0.059803,0.276202
0.605052,0.059766,0.059766,0.276032
0.605296,0.059729,0.059729,0.275862
0.605538,0.059692,0.059692,0.275692
0.605781,0.059656,0.059656,0.275523
0.606023,0.059619,0.059619,0.275353
0.606265,0.059582,0.059582,0.275184
0.606507,0.059546,0.059546,0.275015
0.606748,0.059509,0.059509,0.274847
0.606990,0.059473,0.059473,0.274678
0.607230,0.059436,0.059436,0.274510
0.607471,0.059400,0.059400,0.274342
0.607099,0.059976,0.059364,0.274174
0.606728,0.059939,0.059327,0.274618
0.606357,0.059902,0.059291,0.275061
0.605987,0.059866,0.059255,0.275504
0.605617,0.059829,0.059219,0.275946
0.605247,0.059793,0.059182,0.276388
0.604878,0.059756,0.059146,0.276829
0.604509,0.059720,0.059110,0.277270
0.604141,0.059683,0.059074,0.277710
0.603774,0.059647,0.059038,0.278150
0.603406,0.059611,0.059002,0.278589
0.603040,0.059574,0.058967,0.279027
0.602673,0.059538,0.058931,0.279465
0.602307,0.059502,0.058895,0.279903
0.601942,0.059466,0.058859,0.280340
0.601577,0.059430,0.059430,0.280170
0.601818,0.059394,0.059394,0.280000
0.601454,0.059964,0.059358,0.279830
0.601090,0.059927,0.059322,0.280266
0.600726,0.059891,0.059286,0.280702
0.600363,0.059855,0.059250,0.281137
0.600000,0.059819,0.059819,0.280967
0.600242,0.059783,0.059783,0.280797
0.600483,0.059747,0.059747,0.280628
0.600724,0.059710,0.059710,0.280458
0.600964,0.059675,0.059675,0.280289
0.601205,0.059639,0.059639,0.280120
0.601445,0.059603,0.059603,0.279952
0.601685,0.059567,0.059567,0.279783
0.601924,0.059531,0.059531,0.279615
0.602163,0.059495,0.059495,0.279447
0.602402,0.059459,0.059459,0.279279
0.602641,0.059424,0.059424,0.279112
0.602879,0.059388,0.059388,0.278944
0.603118,0.059353,0.059353,0.278777
0.603355,0.059317,0.059317,0.278610
0.603593,0.059281,0.059281,0.278443
0.603232,0.059844,0.059246,0.278276
0.602871,0.059809,0.059809,0.278110
0.603108,0.059773,0.059773,0.277944
0.603345,0.059737,0.059737,0.277778
0.603582,0.059701,0.059701,0.277612
0.603819,0.059666,0.059666,0.277446
0.604055,0.059630,0.059630,0.277281
0.604291,0.059595,0.059595,0.277116
0.604527,0.059559,0.059559,0.276951
0.604762,0.059524,0.059524,0.276786
0.604997,0.059488,0.059488,0.276621
0.604637,0.060048,0.059453,0.276457
0.604278,0.060012,0.059418,0.276887
0.603919,0.059976,0.059382,0.277316
0.603561,0.059941,0.059941,0.277151
0.603203,0.060498,0.059905,0.276987
0.602845,0.060462,0.059870,0.277416
0.602488,0.060427,0.059834,0.277844
0.602131,0.060391,0.059799,0.278271
0.601775,0.060355,0.060355,0.278107
0.602011,0.060319,0.060319,0.277942
0.602246,0.060284,0.060284,0.277778
0.602481,0.060248,0.060248,0.277614
0.602715,0.060213,0.060213,0.277450
0.602360,0.060767,0.060177,0.277286
0.602005,0.060731,0.060142,0.277712
0.601650,0.060695,0.060106,0.278138
0.601296,0.060660,0.060071,0.278563
0.600942,0.060624,0.060624,0.278399
0.601177,0.060588,0.060588,0.278235
0.600823,0.061141,0.060553,0.278072
0.600470,0.061105,0.060517,0.278496
0.600117,0.061069,0.060482,0.278920
0.599765,0.061033,0.061033,0.278756
0.600000,0.060997,0.060997,0.278592
0.600234,0.060961,0.060961,0.278429
0.600469,0.060926,0.060926,0.278266
0.600703,0.060890,0.060890,0.278103
0.600351,0.061439,0.060854,0.277940
0.600000,0.061404,0.060819,0.278363
0.599649,0.061368,0.060783,0.278784
0.599299,0.061332,0.061332,0.278621
0.599533,0.061296,0.061296,0.278459
0.599767,0.061260,0.061260,0.278296
0.600000,0.061224,0.061224,0.278134
0.600233,0.061189,0.061189,0.277972
0.600466,0.061153,0.061153,0.277810
0.600698,0.061118,0.061118,0.277648
0.600931,0.061082,0.061082,0.277487
0.601163,0.061047,0.061047,0.277326
0.601395,0.061011,0.061011,0.277164
0.601045,0.061556,0.060976,0.277003
0.600696,0.061521,0.061521,0.276843
0.600928,0.061485,0.061485,0.276682
0.601159,0.061449,0.061449,0.276522
0.601390,0.061414,0.061414,0.276362
0.601042,0.061957,0.061378,0.276202
0.600694,0.061921,0.061343,0.276620
0.600347,0.061885,0.061307,0.277039
0.600000,0.061850,0.061272,0.277457
0.599653,0.061814,0.061236,0.277874
0.599307,0.061778,0.061201,0.278291
0.598961,0.061743,0.061166,0.278707
0.598616,0.061707,0.061707,0.278547
0.598847,0.061671,0.061671,0.278386
0.599078,0.061636,0.061636,0.278226
0.599309,0.061600,0.061600,0.278066
0.599540,0.061565,0.061565,0.277906
0.599195,0.062105,0.061530,0.277746
0.598851,0.062069,0.061494,0.278161
0.598507,0.062033,0.061459,0.278576
0.598163,0.061998,0.061998,0.278416
0.598394,0.061962,0.061962,0.278256
0.598624,0.061927,0.061927,0.278096
0.598854,0.061891,0.061891,0.277937
0.599084,0.061856,0.061856,0.277778
0.599313,0.061820,0.061820,0.277619
0.599542,0.061785,0.061785,0.277460
0.599771,0.061750,0.061750,0.277301
0.600000,0.061714,0.061714,0.277143
0.600228,0.061679,0.061679,0.276985
0.600457,0.061644,0.061644,0.276826
0.600114,0.062179,0.061609,0.276669
0.599772,0.062144,0.061574,0.277081
0.599430,0.062108,0.061538,0.277493
0.599089,0.062073,0.061503,0.277904
0.598748,0.062038,0.061468,0.278315
0.598407,0.062002,0.061433,0.278726
0.598067,0.061967,0.061399,0.279136
0.597727,0.061932,0.061364,0.279545
0.597388,0.061897,0.061329,0.279955
0.597049,0.061862,0.061294,0.280363
0.596710,0.061826,0.061259,0.280771
0.596372,0.061791,0.061224,0.281179
0.596034,0.061756,0.061190,0.281586
0.595697,0.061721,0.061155,0.281993
0.595359,0.061686,0.061686,0.281834
0.595588,0.061652,0.061652,0.281674
0.595817,0.061617,0.061617,0.281515
0.596045,0.061582,0.061582,0.281356
0.596273,0.061547,0.061547,0.281197
0.596501,0.061512,0.061512,0.281038
0.596729,0.061478,0.061478,0.280880
0.596956,0.061443,0.061443,0.280722
0.597183,0.061408,0.061408,0.280563
0.597410,0.061374,0.061374,0.280405
0.597636,0.061339,0.061339,0.280248
0.597863,0.061305,0.061305,0.280090
0.598089,0.061270,0.061270,0.279933
0.597753,0.061798,0.061236,0.279775
0.597417,0.061763,0.061202,0.280180
0.597082,0.061728,0.061728,0.280022
0.597308,0.061694,0.061694,0.279865
0.597534,0.061659,0.061659,0.279709
0.597759,0.061625,0.061625,0.279552
0.597984,0.061590,0.061590,0.279395
0.598209,0.061556,0.061556,0.279239
0.598434,0.061521,0.061521,0.279083
0.598099,0.062046,0.061487,0.278927
0.597765,0.062011,0.061453,0.279330
0.597432,0.061977,0.061977,0.279174
0.597656,0.061942,0.061942,0.279018
0.597881,0.061907,0.061907,0.278862
0.598105,0.061873,0.061873,0.278707
0.598329,0.061838,0.061838,0.278552
0.597996,0.062361,0.061804,0.278396
0.597663,0.062326,0.061770,0.278798
0.597330,0.062291,0.061735,0.279199
0.596998,0.062257,0.061701,0.279600
0.596667,0.062222,0.061667,0.280000
0.596335,0.062188,0.061632,0.280400
0.596004,0.062153,0.062153,0.280244
0.596228,0.062119,0.062119,0.280089
0.596452,0.062084,0.062084,0.279933
0.596676,0.062050,0.062050,0.279778
0.596899,0.062016,0.062016,0.279623
0.597122,0.061981,0.061981,0.279469
0.597345,0.061947,0.061947,0.279314
0.597568,0.061913,0.061913,0.279160
0.597790,0.061878,0.061878,0.279006
0.598012,0.061844,0.061844,0.278851
0.598234,0.061810,0.061810,0.278698
0.598456,0.061776,0.061776,0.278544
0.598677,0.061742,0.061742,0.278390
0.598898,0.061708,0.061708,0.278237
0.599119,0.061674,0.061674,0.278084
0.599340,0.061640,0.061640,0.277931
0.599560,0.061606,0.061606,0.277778
0.599780,0.061572,0.061572,0.277625
0.600000,0.061538,0.061538,0.277473
0.600220,0.061505,0.061505,0.277320
0.600439,0.061471,0.061471,0.277168
0.600110,0.061986,0.061437,0.277016
0.599781,0.061952,0.061404,0.277412
0.599452,0.061918,0.061370,0.277808
0.599124,0.061884,0.061336,0.278204
0.598796,0.061850,0.061303,0.278599
0.598468,0.061816,0.061269,0.278993
0.598141,0.061782,0.061236,0.279388
0.597814,0.061749,0.061202,0.279781
0.597488,0.061715,0.061169,0.280175
0.597162,0.061681,0.061135,0.280568
0.596836,0.061648,0.061102,0.280960
0.596510,0.061614,0.061069,0.281352
0.596185,0.061580,0.061035,0.281744
0.595861,0.061547,0.061002,0.282135
0.595536,0.061513,0.060969,0.282526
0.595212,0.061480,0.061480,0.282372
0.595432,0.061446,0.061446,0.282219
0.595652,0.061413,0.061413,0.282065
0.595872,0.061380,0.061380,0.281912
0.596091,0.061346,0.061346,0.281759
0.596310,0.061313,0.061313,0.281606
0.596529,0.061280,0.061280,0.281453
0.596748,0.061247,0.061247,0.281301
0.596966,0.061213,0.061213,0.281148
0.597185,0.061180,0.061180,0.280996
0.597403,0.061147,0.061147,0.280844
0.597620,0.061114,0.061114,0.280692
0.597838,0.061081,0.061081,0.280541
0.598055,0.061048,0.061048,0.280389
0.598272,0.061015,0.061015,0.280238
0.598489,0.060982,0.060982,0.280086
0.598706,0.060949,0.060949,0.279935
0.598922,0.060916,0.060916,0.279784
0.599138,0.060884,0.060884,0.279634
0.598815,0.061389,0.060851,0.279483
0.598493,0.061356,0.060818,0.279871
0.598171,0.061323,0.060785,0.280258
0.597849,0.061290,0.060753,0.280645
0.597528,0.061257,0.060720,0.281032
0.597207,0.061224,0.061224,0.280881
0.597423,0.061192,0.061192,0.280730
0.597640,0.061159,0.061159,0.280579
0.597855,0.061126,0.061126,0.280429
0.598071,0.061093,0.061093,0.280279
0.597750,0.061596,0.061061,0.280129
0.597430,0.061563,0.061563,0.279979
0.597646,0.061530,0.061530,0.279829
0.597861,0.061497,0.061497,0.279679
0.598076,0.061464,0.061464,0.279530
0.598291,0.061432,0.061432,0.279380
0.598505,0.061399,0.061399,0.279231
0.598719,0.061366,0.061366,0.279082
0.598400,0.061867,0.061333,0.278933
0.598081,0.061834,0.061301,0.279318
0.597762,0.061801,0.061268,0.279702
0.597444,0.061768,0.061235,0.280085
0.597126,0.061735,0.061203,0.280468
0.596808,0.061702,0.061702,0.280319
0.597023,0.061669,0.061669,0.280170
0.597237,0.061637,0.061637,0.280021
0.597451,0.061604,0.061604,0.279873
0.597665,0.061571,0.061571,0.279724
0.597878,0.061538,0.061538,0.279576
0.598091,0.061506,0.061506,0.279427
0.598304,0.061473,0.061473,0.279279
0.598517,0.061441,0.061441,0.279131
0.598729,0.061408,0.061408,0.278984
0.598942,0.061376,0.061376,0.278836
0.599154,0.061343,0.061343,0.278689
0.599366,0.061311,0.061311,0.278541
0.599577,0.061278,0.061278,0.278394
0.599789,0.061246,0.061246,0.278247
0.600000,0.061214,0.061214,0.278100
0.600211,0.061181,0.061181,0.277954
0.600422,0.061149,0.061149,0.277807
0.600632,0.061117,0.061117,0.277661
0.600316,0.061611,0.061085,0.277514
0.600000,0.061579,0.061053,0.277895
0.599684,0.061547,0.061021,0.278275
0.599369,0.061514,0.060988,0.278654
0.599054,0.061482,0.060956,0.279033
0.598740,0.061450,0.060924,0.279412
0.598425,0.061417,0.060892,0.279790
0.598111,0.061385,0.060860,0.280168
0.597798,0.061353,0.060829,0.280545
0.597484,0.061321,0.061321,0.280398
0.597695,0.061289,0.061289,0.280251
0.597906,0.061257,0.061257,0.280105
0.598116,0.061224,0.061224,0.279958
0.598326,0.061192,0.061192,0.279812
0.598536,0.061160,0.061160,0.279665
0.598746,0.061129,0.061129,0.279519
0.598956,0.061097,0.061097,0.279373
0.599165,0.061065,0.061065,0.279228
0.599374,0.061033,0.061033,0.279082
0.599583,0.061001,0.061001,0.278936
0.599792,0.060969,0.060969,0.278791
0.600000,0.060938,0.060938,0.278646
0.600208,0.060906,0.060906,0.278501
0.600416,0.060874,0.060874,0.278356
0.600624,0.060842,0.060842,0.278211
0.600832,0.060811,0.060811,0.278067
0.601039,0.060779,0.060779,0.277922
0.601246,0.060748,0.060748,0.277778
0.601453,0.060716,0.060716,0.277634
0.601660,0.060685,0.060685,0.277490
0.601866,0.060653,0.060653,0.277346
0.602073,0.060622,0.060622,0.277202
0.602279,0.060590,0.060590,0.277059
0.602484,0.060559,0.060559,0.276915
0.602690,0.060528,0.060528,0.276772
0.602896,0.060496,0.060496,0.276629
0.603101,0.060465,0.060465,0.276486
0.603306,0.060434,0.060434,0.276343
0.603511,0.060403,0.060403,0.276200
0.603715,0.060372,0.060372,0.276058
0.603920,0.060340,0.060340,0.275915
0.604124,0.060309,0.060309,0.275773
0.604328,0.060278,0.060278,0.275631
0.604531,0.060247,0.060247,0.275489
0.604220,0.060731,0.060216,0.275347
0.603909,0.060700,0.060700,0.275206
0.603599,0.061183,0.060668,0.275064
0.603289,0.061151,0.060637,0.275437
0.602979,0.061120,0.060606,0.275809
0.602669,0.061088,0.061088,0.275667
0.602360,0.061570,0.061057,0.275526
0.602051,0.061538,0.061538,0.275385
0.602255,0.061507,0.061507,0.275243
0.602459,0.061475,0.061475,0.275102
0.602663,0.061444,0.061444,0.274962
0.602866,0.061412,0.061412,0.274821
0.603069,0.061381,0.061381,0.274680
0.603272,0.061350,0.061350,0.274540
0.603475,0.061318,0.061318,0.274400
0.603677,0.061287,0.061287,0.274259
0.603880,0.061256,0.061256,0.274119
0.604082,0.061224,0.061224,0.273980
0.604284,0.061193,0.061193,0.273840
0.604485,0.061162,0.061162,0.273700
0.604687,0.061131,0.061131,0.273561
0.604888,0.061100,0.061100,0.273422
0.604580,0.061578,0.061069,0.273282
0.604273,0.061546,0.061038,0.273652
0.603965,0.061515,0.061007,0.274021
0.603659,0.061484,0.060976,0.274390
0.603352,0.061453,0.060945,0.274759
0.603046,0.061421,0.060914,0.275127
0.602740,0.061390,0.060883,0.275495
0.602434,0.061359,0.060852,0.275862
0.602129,0.061328,0.060821,0.276229
0.601824,0.061297,0.061297,0.276089
0.602025,0.061266,0.061266,0.275949
0.602227,0.061235,0.061235,0.275810
0.602428,0.061204,0.061204,0.275670
0.602629,0.061173,0.061173,0.275531
0.602830,0.061142,0.061142,0.275392
0.603030,0.061111,0.061111,0.275253
0.602726,0.061585,0.061080,0.275114
0.602422,0.061554,0.061049,0.275479
0.602118,0.061523,0.061019,0.275845
0.601815,0.061492,0.060988,0.276210
0.601511,0.061461,0.061461,0.276071
0.601712,0.061430,0.061430,0.275932
0.601912,0.061399,0.061399,0.275793
0.602113,0.061368,0.061368,0.275654
0.602313,0.061337,0.061337,0.275515
0.602513,0.061307,0.061307,0.275377
0.602712,0.061276,0.061276,0.275239
0.602912,0.061245,0.061245,0.275100
0.603111,0.061214,0.061214,0.274962
0.603310,0.061184,0.061184,0.274824
0.603007,0.061654,0.061153,0.274687
0.602705,0.061623,0.061122,0.275050
0.602404,0.061592,0.061092,0.275413
0.602102,0.061562,0.061061,0.275776
0.601801,0.061531,0.061031,0.276138
0.601500,0.061500,0.061000,0.276500
0.601199,0.061469,0.061469,0.276362
0.601399,0.061439,0.061439,0.276224
0.601598,0.061408,0.061408,0.276086
0.601796,0.061377,0.061377,0.275948
0.601995,0.061347,0.061347,0.275810
0.602193,0.061316,0.061316,0.275673
0.602392,0.061285,0.061285,0.275536
0.602590,0.061255,0.061255,0.275398
0.602290,0.061722,0.061224,0.275261
0.601990,0.061692,0.061194,0.275622
0.601691,0.061661,0.061164,0.275982
0.601392,0.061630,0.061133,0.276342
0.601093,0.061600,0.061103,0.276701
0.600794,0.061569,0.061072,0.277061
0.600496,0.061538,0.061538,0.276923
0.600694,0.061508,0.061508,0.276786
0.600892,0.061477,0.061477,0.276648
0.601090,0.061447,0.061447,0.276511
0.600792,0.061912,0.061417,0.276374
0.600495,0.061881,0.061386,0.276733
0.600198,0.061851,0.061356,0.277091
0.599901,0.061820,0.061820,0.276954
0.600099,0.061789,0.061789,0.276817
0.600296,0.061759,0.061759,0.276680
