inf,-nan,-nan,-nan
0.610221,0.064264,0.064073,0.261632
0.610105,0.064252,0.064061,0.261773
0.609989,0.064239,0.064049,0.261914
0.609872,0.064227,0.064037,0.262055
0.609756,0.064215,0.064024,0.262195
0.609640,0.064203,0.064012,0.262336
0.609524,0.064190,0.064000,0.262476
0.609408,0.064178,0.063988,0.262617
0.609292,0.064166,0.063976,0.262757
0.609176,0.064154,0.063963,0.262897
0.609060,0.064142,0.064142,0.262847
0.609134,0.064129,0.064129,0.262797
0.609209,0.064117,0.064117,0.262747
0.609283,0.064105,0.064105,0.262697
0.609357,0.064093,0.064093,0.262647
0.609431,0.064081,0.064081,0.262597
0.609506,0.064068,0.064068,0.262548
0.609580,0.064056,0.064056,0.262498
0.609654,0.064044,0.064044,0.262448
0.609728,0.064032,0.064032,0.262398
0.609612,0.064210,0.064020,0.262348
0.609497,0.064198,0.064008,0.262488
0.609381,0.064185,0.063995,0.262628
0.609265,0.064173,0.063983,0.262768
0.609150,0.064161,0.063971,0.262908
0.609034,0.064149,0.063959,0.263048
0.608918,0.064137,0.063947,0.263188
0.608803,0.064124,0.063935,0.263328
0.608687,0.064112,0.063923,0.263467
0.608572,0.064100,0.063910,0.263607
0.608457,0.064088,0.063898,0.263747
0.608341,0.064076,0.063886,0.263886
0.608226,0.064064,0.063874,0.264026
0.608111,0.064052,0.064052,0.263976
0.608185,0.064039,0.064039,0.263926
0.608259,0.064027,0.064027,0.263876
0.608333,0.064015,0.064015,0.263826
0.608407,0.064003,0.064003,0.263776
0.608292,0.064180,0.063991,0.263726
0.608177,0.064168,0.063979,0.263865
0.608062,0.064156,0.063967,0.264005
0.607947,0.064144,0.063955,0.264144
0.607832,0.064132,0.064132,0.264094
0.607717,0.064309,0.064120,0.264044
0.607602,0.064297,0.064107,0.264183
0.607487,0.064284,0.064095,0.264322
0.607372,0.064272,0.064272,0.264272
0.607258,0.064449,0.064260,0.264222
0.607143,0.064437,0.064248,0.264361
0.607028,0.064425,0.064236,0.264500
0.606914,0.064413,0.064413,0.264450
0.606988,0.064400,0.064400,0.264400
0.607062,0.064388,0.064388,0.264350
0.606947,0.064565,0.064376,0.264301
0.606833,0.064553,0.064364,0.264439
0.606718,0.064540,0.064352,0.264578
0.606604,0.064528,0.064528,0.264528
0.606678,0.064516,0.064516,0.264478
0.606752,0.064504,0.064504,0.264429
0.606826,0.064492,0.064492,0.264379
0.606900,0.064480,0.064480,0.264329
0.606975,0.064467,0.064467,0.264279
0.607049,0.064455,0.064455,0.264229
0.607123,0.064443,0.064443,0.264179
0.607197,0.064431,0.064431,0.264130
0.607271,0.064419,0.064419,0.264080
0.607345,0.064407,0.064407,0.264030
0.607419,0.064395,0.064395,0.263980
0.607492,0.064383,0.064383,0.263931
0.607566,0.064370,0.064370,0.263881
0.607640,0.064358,0.064358,0.263831
0.607714,0.064346,0.064346,0.263782
0.607788,0.064334,0.064334,0.263732
0.607862,0.064322,0.064322,0.263683
0.607935,0.064310,0.064310,0.263633
0.608009,0.064298,0.064298,0.263583
0.608083,0.064286,0.064286,0.263534
0.607968,0.064462,0.064274,0.263484
0.607854,0.064449,0.064262,0.263623
0.607740,0.064437,0.064437,0.263573
0.607814,0.064425,0.064425,0.263524
0.607887,0.064413,0.064413,0.263474
0.607961,0.064401,0.064401,0.263425
0.608035,0.064389,0.064389,0.263375
0.608108,0.064377,0.064377,0.263326
0.608182,0.064365,0.064365,0.263276
0.608255,0.064353,0.064353,0.263227
0.608329,0.064341,0.064341,0.263178
0.608402,0.064329,0.064329,0.263128
0.608476,0.064317,0.064317,0.263079
0.608549,0.064304,0.064304,0.263030
0.608622,0.064292,0.064292,0.262980
0.608696,0.064280,0.064280,0.262931
0.608769,0.064268,0.064268,0.262882
0.608842,0.064256,0.064256,0.262833
0.608728,0.064432,0.064244,0.262783
0.608614,0.064419,0.064232,0.262921
0.608500,0.064407,0.064220,0.263059
0.608386,0.064395,0.064208,0.263197
0.608272,0.064383,0.064383,0.263148
0.608346,0.064371,0.064371,0.263099
0.608419,0.064359,0.064359,0.263050
0.608492,0.064347,0.064347,0.263000
0.608566,0.064335,0.064335,0.262951
0.608639,0.064323,0.064323,0.262902
0.608712,0.064311,0.064311,0.262853
0.608785,0.064299,0.064299,0.262804
0.608858,0.064287,0.064287,0.262755
0.608931,0.064275,0.064275,0.262706
0.609004,0.064263,0.064263,0.262656
0.609077,0.064251,0.064251,0.262607
0.609150,0.064239,0.064239,0.262558
0.609223,0.064227,0.064227,0.262509
0.609296,0.064215,0.064215,0.262460
0.609183,0.064390,0.064203,0.262411
0.609069,0.064378,0.064191,0.262549
0.608955,0.064366,0.064179,0.262687
0.608842,0.064354,0.064354,0.262638
0.608915,0.064342,0.064342,0.262589
0.608988,0.064330,0.064330,0.262540
0.609060,0.064318,0.064318,0.262491
0.609133,0.064306,0.064306,0.262442
0.609206,0.064294,0.064294,0.262393
0.609093,0.064468,0.064282,0.262344
0.608979,0.064456,0.064270,0.262481
0.608866,0.064444,0.064258,0.262619
0.608752,0.064432,0.064246,0.262756
0.608639,0.064420,0.064420,0.262707
0.608712,0.064408,0.064408,0.262658
0.608785,0.064396,0.064396,0.262609
0.608857,0.064384,0.064384,0.262560
0.608930,0.064372,0.064372,0.262512
0.608817,0.064546,0.064360,0.262463
0.608704,0.064534,0.064348,0.262600
0.608591,0.064522,0.064336,0.262737
0.608477,0.064510,0.064324,0.262874
0.608364,0.064498,0.064312,0.263011
0.608251,0.064486,0.064300,0.263148
0.608138,0.064474,0.064288,0.263285
0.608025,0.064462,0.064276,0.263422
0.607912,0.064450,0.064264,0.263559
0.607799,0.064438,0.064253,0.263695
0.607687,0.064426,0.064241,0.263832
0.607574,0.064414,0.064229,0.263969
0.607461,0.064402,0.064217,0.264105
0.607348,0.064390,0.064205,0.264242
0.607236,0.064378,0.064378,0.264193
0.607308,0.064367,0.064367,0.264144
0.607381,0.064355,0.064355,0.264095
0.607454,0.064343,0.064343,0.264046
0.607527,0.064331,0.064331,0.263997
0.607600,0.064319,0.064319,0.263948
0.607672,0.064307,0.064307,0.263899
0.607745,0.064295,0.064295,0.263850
0.607632,0.064468,0.064283,0.263801
0.607520,0.064456,0.064271,0.263938
0.607407,0.064444,0.064259,0.264074
0.607295,0.064433,0.064247,0.264210
0.607183,0.064421,0.064235,0.264347
0.607070,0.064409,0.064224,0.264483
0.606958,0.064397,0.064212,0.264619
0.606845,0.064385,0.064200,0.264755
0.606733,0.064373,0.064373,0.264706
0.606806,0.064361,0.064361,0.264657
0.606694,0.064534,0.064349,0.264608
0.606582,0.064522,0.064337,0.264744
0.606470,0.064510,0.064325,0.264880
0.606357,0.064498,0.064498,0.264831
0.606430,0.064486,0.064486,0.264782
0.606503,0.064474,0.064474,0.264733
0.606576,0.064463,0.064463,0.264684
0.606648,0.064451,0.064451,0.264635
0.606721,0.064439,0.064439,0.264586
0.606793,0.064427,0.064427,0.264538
0.606866,0.064415,0.064415,0.264489
0.606754,0.064588,0.064403,0.264440
0.606642,0.064576,0.064391,0.264576
0.606530,0.064564,0.064379,0.264711
0.606418,0.064552,0.064367,0.264847
0.606306,0.064540,0.064540,0.264798
0.606379,0.064528,0.064528,0.264749
0.606452,0.064516,0.064516,0.264700
0.606524,0.064504,0.064504,0.264652
0.606597,0.064492,0.064492,0.264603
0.606669,0.064480,0.064480,0.264554
0.606742,0.064469,0.064469,0.264505
0.606814,0.064457,0.064457,0.264457
0.606886,0.064445,0.064445,0.264408
0.606959,0.064433,0.064433,0.264359
0.607031,0.064421,0.064421,0.264311
0.607103,0.064409,0.064409,0.264262
0.607176,0.064397,0.064397,0.264213
0.607064,0.064570,0.064386,0.264165
0.606952,0.064558,0.064374,0.264300
0.606841,0.064546,0.064362,0.264435
0.606729,0.064534,0.064350,0.264571
0.606618,0.064522,0.064338,0.264706
0.606506,0.064510,0.064326,0.264841
0.606395,0.064498,0.064498,0.264792
0.606467,0.064486,0.064486,0.264744
0.606539,0.064475,0.064475,0.264695
0.606612,0.064463,0.064463,0.264646
0.606684,0.064451,0.064451,0.264598
0.606572,0.064623,0.064439,0.264549
0.606461,0.064611,0.064427,0.264684
0.606350,0.064599,0.064599,0.264636
0.606422,0.064587,0.064587,0.264587
0.606494,0.064575,0.064575,0.264539
0.606566,0.064563,0.064563,0.264490
0.606639,0.064552,0.064552,0.264442
0.606527,0.064723,0.064540,0.264393
0.606416,0.064711,0.064528,0.264528
0.606305,0.064699,0.064516,0.264663
0.606194,0.064688,0.064688,0.264614
0.606266,0.064676,0.064676,0.264566
0.606155,0.064847,0.064664,0.264517
0.606044,0.064835,0.064652,0.264652
0.605933,0.064823,0.064823,0.264604
0.606005,0.064811,0.064811,0.264555
0.606077,0.064800,0.064800,0.264507
0.606149,0.064788,0.064788,0.264458
0.606221,0.064776,0.064776,0.264410
0.606293,0.064764,0.064764,0.264362
0.606365,0.064752,0.064752,0.264313
0.606437,0.064740,0.064740,0.264265
0.606509,0.064728,0.064728,0.264216
0.606581,0.064717,0.064717,0.264168
0.606653,0.064705,0.064705,0.264120
0.606725,0.064693,0.064693,0.264072
0.606614,0.064864,0.064681,0.264023
0.606503,0.064852,0.064669,0.264158
0.606393,0.064840,0.064840,0.264110
0.606465,0.064828,0.064828,0.264061
0.606354,0.064999,0.064817,0.264013
0.606243,0.064987,0.064805,0.264147
0.606133,0.064975,0.064793,0.264282
0.606022,0.064964,0.064781,0.264416
0.605911,0.064952,0.064952,0.264368
0.605983,0.064940,0.064940,0.264320
0.606055,0.064928,0.064928,0.264271
0.606127,0.064916,0.064916,0.264223
0.606199,0.064904,0.064904,0.264175
0.606270,0.064892,0.064892,0.264127
0.606342,0.064881,0.064881,0.264079
0.606414,0.064869,0.064869,0.264031
0.606486,0.064857,0.064857,0.263983
0.606557,0.064845,0.064845,0.263934
0.606629,0.064833,0.064833,0.263886
0.606701,0.064822,0.064822,0.263838
0.606772,0.064810,0.064810,0.263790
0.606844,0.064798,0.064798,0.263742
0.606915,0.064786,0.064786,0.263694
0.606987,0.064774,0.064774,0.263646
0.607058,0.064763,0.064763,0.263598
0.607130,0.064751,0.064751,0.263550
0.607201,0.064739,0.064739,0.263502
0.607273,0.064727,0.064727,0.263455
0.607344,0.064716,0.064716,0.263407
0.607415,0.064704,0.064704,0.263359
0.607487,0.064692,0.064692,0.263311
0.607558,0.064680,0.064680,0.263263
0.607629,0.064668,0.064668,0.263215
0.607701,0.064657,0.064657,0.263167
0.607772,0.064645,0.064645,0.263120
0.607843,0.064633,0.064633,0.263072
0.607914,0.064622,0.064622,0.263024
0.607985,0.064610,0.064610,0.262976
0.608057,0.064598,0.064598,0.262929
0.608128,0.064586,0.064586,0.262881
0.608199,0.064575,0.064575,0.262833
0.608088,0.064744,0.064563,0.262786
0.607978,0.064733,0.064551,0.262919
0.607868,0.064721,0.064540,0.263053
0.607758,0.064709,0.064528,0.263187
0.607648,0.064697,0.064516,0.263320
0.607538,0.064686,0.064504,0.263454
0.607428,0.064674,0.064493,0.263587
0.607318,0.064662,0.064662,0.263539
0.607389,0.064650,0.064650,0.263491
0.607279,0.064820,0.064639,0.263444
0.607169,0.064808,0.064808,0.263396
0.607240,0.064796,0.064796,0.263348
0.607311,0.064785,0.064785,0.263301
0.607382,0.064773,0.064773,0.263253
0.607453,0.064761,0.064761,0.263205
0.607524,0.064750,0.064750,0.263158
0.607595,0.064738,0.064738,0.263110
0.607666,0.064726,0.064726,0.263063
0.607737,0.064714,0.064714,0.263015
0.607808,0.064703,0.064703,0.262968
0.607879,0.064691,0.064691,0.262920
0.607949,0.064679,0.064679,0.262873
0.608020,0.064668,0.064668,0.262825
0.607910,0.064837,0.064656,0.262778
0.607801,0.064825,0.064644,0.262911
0.607691,0.064813,0.064633,0.263044
0.607581,0.064801,0.064621,0.263177
0.607472,0.064790,0.064790,0.263129
0.607542,0.064778,0.064778,0.263082
0.607613,0.064766,0.064766,0.263034
0.607684,0.064755,0.064755,0.262987
0.607755,0.064743,0.064743,0.262940
0.607825,0.064731,0.064731,0.262892
0.607896,0.064720,0.064720,0.262845
0.607967,0.064708,0.064708,0.262797
0.608037,0.064696,0.064696,0.262750
0.608108,0.064685,0.064685,0.262703
0.608179,0.064673,0.064673,0.262655
0.608069,0.064842,0.064661,0.262608
0.607960,0.064830,0.064650,0.262741
0.607850,0.064818,0.064638,0.262874
0.607741,0.064806,0.064626,0.263006
0.607631,0.064795,0.064615,0.263139
0.607522,0.064783,0.064603,0.263272
0.607413,0.064772,0.064592,0.263404
0.607304,0.064760,0.064580,0.263537
0.607194,0.064748,0.064568,0.263669
0.607085,0.064737,0.064557,0.263801
0.606976,0.064725,0.064545,0.263934
0.606867,0.064713,0.064534,0.264066
0.606758,0.064702,0.064522,0.264198
0.606649,0.064690,0.064690,0.264151
0.606719,0.064678,0.064678,0.264103
0.606790,0.064667,0.064667,0.264056
0.606861,0.064655,0.064655,0.264009
0.606931,0.064644,0.064644,0.263961
0.607002,0.064632,0.064632,0.263914
0.607072,0.064620,0.064620,0.263866
0.606963,0.064788,0.064609,0.263819
0.606854,0.064777,0.064597,0.263951
0.606746,0.064765,0.064586,0.264083
0.606637,0.064753,0.064753,0.264036
0.606707,0.064742,0.064742,0.263989
0.606778,0.064730,0.064730,0.263941
0.606848,0.064719,0.064719,0.263894
0.606919,0.064707,0.064707,0.263847
0.606989,0.064695,0.064695,0.263799
0.607060,0.064684,0.064684,0.263752
0.607130,0.064672,0.064672,0.263705
0.607200,0.064661,0.064661,0.263658
0.607271,0.064649,0.064649,0.263610
0.607162,0.064816,0.064637,0.263563
0.607053,0.064805,0.064626,0.263695
0.606945,0.064793,0.064614,0.263827
0.606836,0.064782,0.064782,0.263780
0.606906,0.064770,0.064770,0.263732
0.606977,0.064758,0.064758,0.263685
0.607047,0.064747,0.064747,0.263638
0.607117,0.064735,0.064735,0.263591
0.607188,0.064724,0.064724,0.263544
0.607258,0.064712,0.064712,0.263497
0.607328,0.064701,0.064701,0.263450
0.607398,0.064689,0.064689,0.263402
0.607290,0.064856,0.064678,0.263355
0.607181,0.064845,0.064666,0.263487
0.607073,0.064833,0.064654,0.263618
0.606964,0.064821,0.064643,0.263750
0.606856,0.064810,0.064631,0.263881
0.606748,0.064798,0.064620,0.264013
0.606639,0.064787,0.064608,0.264144
0.606531,0.064775,0.064597,0.264276
0.606423,0.064764,0.064585,0.264407
0.606315,0.064752,0.064574,0.264538
0.606207,0.064741,0.064562,0.264669
0.606098,0.064729,0.064551,0.264800
0.605990,0.064717,0.064717,0.264753
0.606061,0.064706,0.064706,0.264706
0.606131,0.064694,0.064694,0.264659
0.606023,0.064861,0.064683,0.264612
0.605915,0.064849,0.064849,0.264564
0.605985,0.064838,0.064838,0.264517
0.606055,0.064826,0.064826,0.264470
0.606125,0.064815,0.064815,0.264423
0.606195,0.064803,0.064803,0.264376
0.606266,0.064792,0.064792,0.264329
0.606336,0.064780,0.064780,0.264282
0.606406,0.064769,0.064769,0.264235
0.606476,0.064757,0.064757,0.264188
0.606546,0.064746,0.064746,0.264141
0.606616,0.064734,0.064734,0.264094
0.606508,0.064900,0.064723,0.264047
0.606400,0.064889,0.064711,0.264178
0.606292,0.064877,0.064700,0.264309
0.606184,0.064866,0.064688,0.264439
0.606077,0.064854,0.064677,0.264570
0.605969,0.064843,0.064843,0.264523
0.606039,0.064831,0.064831,0.264476
0.606109,0.064820,0.064820,0.264429
0.606179,0.064808,0.064808,0.264382
0.606249,0.064797,0.064797,0.264335
0.606319,0.064785,0.064785,0.264288
0.606389,0.064774,0.064774,0.264241
0.606458,0.064762,0.064762,0.264194
0.606528,0.064751,0.064751,0.264148
0.606598,0.064739,0.064739,0.264101
0.606490,0.064905,0.064728,0.264054
0.606383,0.064894,0.064894,0.264007
0.606453,0.064882,0.064882,0.263960
0.606523,0.064871,0.064871,0.263914
0.606592,0.064859,0.064859,0.263867
0.606662,0.064848,0.064848,0.263820
0.606732,0.064836,0.064836,0.263773
0.606801,0.064825,0.064825,0.263727
0.606871,0.064813,0.064813,0.263680
0.606941,0.064802,0.064802,0.263633
0.607010,0.064790,0.064790,0.263586
0.607080,0.064779,0.064779,0.263540
0.607149,0.064767,0.064767,0.263493
0.607219,0.064756,0.064756,0.263447
0.607288,0.064744,0.064744,0.263400
0.607358,0.064733,0.064733,0.263353
0.607427,0.064721,0.064721,0.263307
0.607496,0.064710,0.064710,0.263260
0.607566,0.064699,0.064699,0.263214
0.607635,0.064687,0.064687,0.263167
0.607705,0.064676,0.064676,0.263121
0.607774,0.064664,0.064664,0.263074
0.607843,0.064653,0.064653,0.263028
0.607912,0.064641,0.064641,0.262981
0.607982,0.064630,0.064630,0.262935
0.607874,0.064795,0.064619,0.262888
0.607767,0.064784,0.064784,0.262842
0.607836,0.064772,0.064772,0.262796
0.607905,0.064761,0.064761,0.262749
0.607975,0.064749,0.064749,0.262703
0.608044,0.064738,0.064738,0.262657
0.608113,0.064727,0.064727,0.262610
0.608182,0.064715,0.064715,0.262564
0.608251,0.064704,0.064704,0.262518
0.608144,0.064869,0.064692,0.262471
0.608037,0.064857,0.064681,0.262601
0.607930,0.064846,0.064670,0.262731
0.607822,0.064834,0.064658,0.262861
0.607715,0.064823,0.064823,0.262815
0.607784,0.064812,0.064812,0.262769
0.607853,0.064800,0.064800,0.262722
0.607923,0.064789,0.064789,0.262676
0.607992,0.064777,0.064777,0.262630
0.608061,0.064766,0.064766,0.262584
0.608130,0.064755,0.064755,0.262537
0.608198,0.064743,0.064743,0.262491
0.608267,0.064732,0.064732,0.262445
0.608336,0.064720,0.064720,0.262399
0.608405,0.064709,0.064709,0.262353
0.608474,0.064698,0.064698,0.262307
0.608543,0.064686,0.064686,0.262260
0.608436,0.064851,0.064675,0.262214
0.608329,0.064839,0.064664,0.262344
0.608222,0.064828,0.064652,0.262474
0.608115,0.064816,0.064816,0.262428
0.608184,0.064805,0.064805,0.262381
0.608253,0.064794,0.064794,0.262335
0.608322,0.064782,0.064782,0.262289
0.608390,0.064771,0.064771,0.262243
0.608459,0.064760,0.064760,0.262197
0.608528,0.064748,0.064748,0.262151
0.608597,0.064737,0.064737,0.262105
0.608665,0.064725,0.064725,0.262059
0.608734,0.064714,0.064714,0.262013
0.608802,0.064703,0.064703,0.261967
0.608696,0.064867,0.064691,0.261921
0.608589,0.064855,0.064680,0.262051
0.608482,0.064844,0.064669,0.262180
0.608376,0.064833,0.064657,0.262309
0.608269,0.064821,0.064646,0.262439
0.608163,0.064810,0.064635,0.262568
0.608056,0.064799,0.064623,0.262697
0.607950,0.064787,0.064787,0.262651
0.608018,0.064776,0.064776,0.262605
0.608087,0.064765,0.064765,0.262559
0.608155,0.064753,0.064753,0.262513
0.608224,0.064742,0.064742,0.262467
0.608293,0.064731,0.064731,0.262421
0.608361,0.064719,0.064719,0.262375
0.608255,0.064883,0.064708,0.262329
0.608148,0.064871,0.064871,0.262284
0.608217,0.064860,0.064860,0.262238
0.608285,0.064849,0.064849,0.262192
0.608354,0.064837,0.064837,0.262146
0.608422,0.064826,0.064826,0.262100
0.608316,0.064990,0.064815,0.262055
0.608210,0.064978,0.064803,0.262183
0.608103,0.064967,0.064792,0.262312
0.607997,0.064955,0.064781,0.262441
0.607891,0.064944,0.064770,0.262570
0.607785,0.064933,0.064758,0.262699
0.607679,0.064921,0.064747,0.262827
0.607573,0.064910,0.064736,0.262956
0.607467,0.064899,0.064724,0.263084
0.607361,0.064887,0.064713,0.263213
0.607255,0.064876,0.064702,0.263341
0.607149,0.064865,0.064691,0.263470
0.607043,0.064854,0.064679,0.263598
0.606937,0.064842,0.064842,0.263552
0.607006,0.064831,0.064831,0.263506
0.607074,0.064820,0.064820,0.263461
0.606969,0.064983,0.064808,0.263415
0.606863,0.064971,0.064971,0.263369
0.606931,0.064960,0.064960,0.263323
0.607000,0.064949,0.064949,0.263277
0.607068,0.064937,0.064937,0.263231
0.607137,0.064926,0.064926,0.263185
0.607205,0.064915,0.064915,0.263140
0.607273,0.064903,0.064903,0.263094
0.607342,0.064892,0.064892,0.263048
0.607410,0.064881,0.064881,0.263002
0.607478,0.064870,0.064870,0.262957
0.607547,0.064858,0.064858,0.262911
0.607615,0.064847,0.064847,0.262865
0.607683,0.064836,0.064836,0.262819
0.607751,0.064824,0.064824,0.262774
0.607819,0.064813,0.064813,0.262728
0.607887,0.064802,0.064802,0.262682
0.607956,0.064791,0.064791,0.262637
0.608024,0.064779,0.064779,0.262591
0.608092,0.064768,0.064768,0.262546
0.608160,0.064757,0.064757,0.262500
0.608228,0.064746,0.064746,0.262454
0.608296,0.064734,0.064734,0.262409
0.608364,0.064723,0.064723,0.262363
0.608432,0.064712,0.064712,0.262318
0.608500,0.064701,0.064701,0.262272
0.608394,0.064863,0.064690,0.262227
0.608289,0.064852,0.064678,0.262355
0.608183,0.064840,0.064667,0.262483
0.608078,0.064829,0.064829,0.262437
0.608146,0.064818,0.064818,0.262392
0.608213,0.064807,0.064807,0.262346
0.608281,0.064796,0.064796,0.262301
0.608349,0.064784,0.064784,0.262255
0.608417,0.064773,0.064773,0.262210
0.608485,0.064762,0.064762,0.262165
0.608553,0.064751,0.064751,0.262119
0.608620,0.064739,0.064739,0.262074
0.608688,0.064728,0.064728,0.262028
0.608756,0.064717,0.064717,0.261983
0.608824,0.064706,0.064706,0.261938
0.608891,0.064695,0.064695,0.261892
0.608959,0.064683,0.064683,0.261847
0.609026,0.064672,0.064672,0.261802
0.609094,0.064661,0.064661,0.261757
0.609162,0.064650,0.064650,0.261711
0.609229,0.064639,0.064639,0.261666
0.609297,0.064628,0.064628,0.261621
0.609364,0.064616,0.064616,0.261576
0.609432,0.064605,0.064605,0.261530
0.609499,0.064594,0.064594,0.261485
0.609567,0.064583,0.064583,0.261440
0.609634,0.064572,0.064572,0.261395
0.609701,0.064561,0.064561,0.261350
0.609769,0.064550,0.064550,0.261305
0.609836,0.064538,0.064538,0.261260
0.609903,0.064527,0.064527,0.261215
0.609971,0.064516,0.064516,0.261170
0.610038,0.064505,0.064505,0.261125
0.609933,0.064666,0.064494,0.261079
0.609828,0.064655,0.064483,0.261207
0.609722,0.064644,0.064644,0.261162
0.609790,0.064633,0.064633,0.261117
0.609857,0.064622,0.064622,0.261072
0.609924,0.064611,0.064611,0.261027
0.609991,0.064599,0.064599,0.260982
0.609886,0.064761,0.064588,0.260937
0.609781,0.064749,0.064577,0.261064
0.609676,0.064738,0.064566,0.261191
0.609571,0.064727,0.064555,0.261319
0.609466,0.064716,0.064716,0.261274
0.609534,0.064705,0.064705,0.261229
0.609429,0.064866,0.064694,0.261184
0.609324,0.064855,0.064683,0.261311
0.609219,0.064843,0.064671,0.261438
0.609114,0.064832,0.064660,0.261565
0.609010,0.064821,0.064649,0.261692
0.608905,0.064810,0.064810,0.261647
0.608972,0.064799,0.064799,0.261602
0.609039,0.064788,0.064788,0.261557
0.609107,0.064777,0.064777,0.261512
0.609174,0.064766,0.064766,0.261467
0.609241,0.064754,0.064754,0.261422
0.609308,0.064743,0.064743,0.261377
0.609203,0.064904,0.064732,0.261332
0.609099,0.064893,0.064721,0.261459
0.608994,0.064882,0.064710,0.261586
0.608890,0.064870,0.064699,0.261713
0.608785,0.064859,0.064688,0.261839
0.608681,0.064848,0.064848,0.261794
0.608748,0.064837,0.064837,0.261750
0.608815,0.064826,0.064826,0.261705
0.608882,0.064815,0.064815,0.261660
0.608949,0.064804,0.064804,0.261615
0.609016,0.064793,0.064793,0.261570
0.609083,0.064781,0.064781,0.261525
0.609150,0.064770,0.064770,0.261480
0.609217,0.064759,0.064759,0.261436
0.609284,0.064748,0.064748,0.261391
0.609351,0.064737,0.064737,0.261346
0.609418,0.064726,0.064726,0.261301
0.609485,0.064715,0.064715,0.261257
0.609552,0.064704,0.064704,0.261212
0.609618,0.064693,0.064693,0.261167
0.609685,0.064682,0.064682,0.261123
0.609752,0.064671,0.064671,0.261078
0.609819,0.064660,0.064660,0.261033
0.609885,0.064649,0.064649,0.260989
0.609781,0.064808,0.064637,0.260944
0.609677,0.064797,0.064626,0.261070
0.609573,0.064786,0.064615,0.261197
0.609468,0.064775,0.064604,0.261323
0.609364,0.064764,0.064593,0.261449
0.609260,0.064753,0.064753,0.261404
0.609327,0.064742,0.064742,0.261360
0.609394,0.064731,0.064731,0.261315
0.609460,0.064720,0.064720,0.261270
0.609356,0.064880,0.064709,0.261226
0.609252,0.064869,0.064698,0.261352
0.609148,0.064857,0.064687,0.261478
0.609044,0.064846,0.064846,0.261433
0.609111,0.064835,0.064835,0.261389
0.609178,0.064824,0.064824,0.261344
0.609244,0.064813,0.064813,0.261300
0.609311,0.064802,0.064802,0.261255
0.609378,0.064791,0.064791,0.261211
0.609444,0.064780,0.064780,0.261166
0.609511,0.064769,0.064769,0.261122
0.609577,0.064758,0.064758,0.261077
0.609644,0.064747,0.064747,0.261033
0.609710,0.064736,0.064736,0.260988
0.609777,0.064725,0.064725,0.260944
0.609843,0.064714,0.064714,0.260899
0.609910,0.064703,0.064703,0.260855
0.609976,0.064692,0.064692,0.260810
0.610043,0.064681,0.064681,0.260766
0.610109,0.064670,0.064670,0.260722
0.610175,0.064659,0.064659,0.260677
0.610242,0.064648,0.064648,0.260633
0.610308,0.064637,0.064637,0.260589
0.610374,0.064626,0.064626,0.260544
0.610440,0.064615,0.064615,0.260500
0.610507,0.064604,0.064604,0.260456
0.610573,0.064593,0.064593,0.260411
0.610639,0.064582,0.064582,0.260367
0.610705,0.064571,0.064571,0.260323
0.610771,0.064560,0.064560,0.260279
0.610837,0.064549,0.064549,0.260234
0.610734,0.064708,0.064538,0.260190
0.610630,0.064697,0.064527,0.260316
0.610526,0.064686,0.064516,0.260441
0.610423,0.064675,0.064675,0.260397
0.610489,0.064664,0.064664,0.260353
0.610555,0.064653,0.064653,0.260309
0.610621,0.064642,0.064642,0.260265
0.610517,0.064801,0.064631,0.260221
0.610414,0.064790,0.064620,0.260346
0.610310,0.064779,0.064779,0.260302
0.610376,0.064768,0.064768,0.260258
0.610442,0.064757,0.064757,0.260214
0.610509,0.064746,0.064746,0.260170
0.610574,0.064735,0.064735,0.260125
0.610471,0.064893,0.064724,0.260081
0.610368,0.064882,0.064882,0.260037
0.610434,0.064871,0.064871,0.259993
0.610500,0.064860,0.064860,0.259949
0.610566,0.064849,0.064849,0.259905
0.610631,0.064838,0.064838,0.259861
0.610697,0.064827,0.064827,0.259817
0.610763,0.064816,0.064816,0.259773
0.610829,0.064805,0.064805,0.259729
0.610895,0.064794,0.064794,0.259685
0.610961,0.064783,0.064783,0.259641
0.611027,0.064773,0.064773,0.259598
0.611092,0.064762,0.064762,0.259554
0.611158,0.064751,0.064751,0.259510
0.611224,0.064740,0.064740,0.259466
0.611290,0.064729,0.064729,0.259422
0.611355,0.064718,0.064718,0.259378
0.611421,0.064707,0.064707,0.259334
0.611486,0.064696,0.064696,0.259291
0.611552,0.064685,0.064685,0.259247
0.611618,0.064674,0.064674,0.259203
0.611683,0.064663,0.064663,0.259159
0.611749,0.064652,0.064652,0.259115
0.611814,0.064641,0.064641,0.259072
0.611880,0.064630,0.064630,0.259028
0.611945,0.064620,0.064620,0.258984
0.612011,0.064609,0.064609,0.258941
0.612076,0.064598,0.064598,0.258897
0.612142,0.064587,0.064587,0.258853
0.612207,0.064576,0.064576,0.258810
0.612272,0.064565,0.064565,0.258766
0.612338,0.064554,0.064554,0.258722
0.612403,0.064543,0.064543,0.258679
0.612468,0.064532,0.064532,0.258635
0.612534,0.064522,0.064522,0.258592
0.612599,0.064511,0.064511,0.258548
0.612664,0.064500,0.064500,0.258505
0.612729,0.064489,0.064489,0.258461
0.612795,0.064478,0.064478,0.258418
0.612860,0.064467,0.064467,0.258374
0.612925,0.064456,0.064456,0.258331
